TrainNo,TrainName,TrainType,BlockNo,IB,ETANS,ETADS,CurrentSpeed,DFNS,CurrentDelay,DwellTime,BlockLen,ApproachingBlockNo,AdvanceBlockNo,RunningStatus,HaltStation,PFNo
76543,Gurugram SF 2,Superfast,3,True,2023-09-10 09:35:25,2023-09-10 09:35:25,0,24.1,23.6,146,2361,2,4,True,Gurugram,5.0
ARMY12,Army Supply Special,Military,24,False,2023-09-10 06:42:08,2023-09-10 06:43:16,46,31.0,22.4,0,871,23,25,True,,
14789,Dayabasti Local,Passenger,11,False,2023-09-10 10:11:43,2023-09-10 10:13:27,51,46.7,11.2,0,1467,10,12,True,,
14789,Dayabasti Local,Passenger,3,False,2023-09-10 09:51:27,2023-09-10 09:52:54,69,47.6,33.8,0,1673,2,4,True,,
12015,Gurugram Superfast,Superfast,23,False,2023-09-10 07:24:47,2023-09-10 07:25:35,48,49.9,40.4,0,636,22,24,True,,
ARMY12,Army Supply Special,Military,1,False,2023-09-10 08:21:03,2023-09-10 08:23:06,69,4.0,14.5,0,2363,0,2,True,,
98765,Kirti-Sarai Passenger,Passenger,24,False,2023-09-10 10:06:59,2023-09-10 10:07:58,97,28.4,22.8,0,1596,23,25,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,1,False,2023-09-10 10:54:41,2023-09-10 10:56:22,77,16.3,33.5,0,2163,0,2,True,,
22345,Old Delhi Passenger,Passenger,22,True,2023-09-10 07:17:22,2023-09-10 07:17:22,0,28.3,15.1,202,699,21,23,True,Delhi Sarai Rohilla,4.0
14789,Dayabasti Local,Passenger,19,True,2023-09-10 07:40:00,2023-09-10 07:40:00,0,36.7,16.5,0,2119,18,20,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,9,False,2023-09-10 09:25:23,2023-09-10 09:25:47,89,24.2,0.2,0,586,8,10,True,,
14789,Dayabasti Local,Passenger,14,False,2023-09-10 07:32:09,2023-09-10 07:33:19,44,4.5,23.9,0,853,13,15,True,,
11223,Capital Express,Express,10,False,2023-09-10 08:34:51,2023-09-10 08:35:42,88,19.6,37.6,0,1247,9,11,False,,
12016,Delhi Sarai Rohilla Express,Express,7,False,2023-09-10 09:34:44,2023-09-10 09:36:29,61,8.4,8.1,0,1773,6,8,True,,
14567,Patel Nagar Passenger,Passenger,6,False,2023-09-10 09:13:34,2023-09-10 09:15:09,70,49.5,27.1,0,1844,5,7,True,,
MEDICAL2,Lifeline Express,Medical,13,False,2023-09-10 08:32:33,2023-09-10 08:33:07,83,20.4,12.5,0,781,12,14,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,18,False,2023-09-10 07:11:07,2023-09-10 07:12:14,86,16.3,16.8,0,1608,17,19,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,24,False,2023-09-10 06:57:42,2023-09-10 06:58:25,49,9.3,28.1,0,580,23,25,True,,
ARMY12,Army Supply Special,Military,3,False,2023-09-10 08:53:49,2023-09-10 08:54:39,49,9.7,27.3,0,674,2,4,True,,
98765,Kirti-Sarai Passenger,Passenger,6,False,2023-09-10 10:21:16,2023-09-10 10:23:33,64,9.8,35.5,0,2427,5,7,True,,
MEDICAL1,Sanjeevani Medical Express,Medical,15,False,2023-09-10 07:52:30,2023-09-10 07:53:01,106,11.8,23.4,0,899,14,16,True,,
76543,Gurugram SF 2,Superfast,2,True,2023-09-10 07:06:04,2023-09-10 07:06:04,0,47.9,18.9,245,1505,1,3,True,Gurugram,5.0
76543,Gurugram SF 2,Superfast,21,True,2023-09-10 06:03:25,2023-09-10 06:03:25,0,7.2,20.1,86,2382,20,22,True,Delhi Sarai Rohilla,2.0
22345,Old Delhi Passenger,Passenger,10,True,2023-09-10 10:09:55,2023-09-10 10:09:55,0,33.6,32.5,236,1448,9,11,True,Patel Nagar,2.0
22345,Old Delhi Passenger,Passenger,9,False,2023-09-10 08:25:19,2023-09-10 08:25:39,75,38.1,28.4,0,413,8,10,True,,
12016,Delhi Sarai Rohilla Express,Express,10,False,2023-09-10 08:28:15,2023-09-10 08:30:30,44,25.8,19.8,0,1655,9,11,True,,
14567,Patel Nagar Passenger,Passenger,10,False,2023-09-10 09:27:33,2023-09-10 09:28:06,82,8.3,39.7,0,758,9,11,True,,
ARMY24,Army Special,Military,8,False,2023-09-10 09:10:48,2023-09-10 09:11:36,96,8.5,23.1,0,1284,7,9,False,,
12015,Gurugram Superfast,Superfast,7,False,2023-09-10 06:19:19,2023-09-10 06:20:38,100,46.8,15.9,0,2201,6,8,True,,
MEDICAL2,Lifeline Express,Medical,10,False,2023-09-10 08:58:00,2023-09-10 08:59:01,101,0.2,37.6,0,1708,9,11,True,,
ARMY12,Army Supply Special,Military,12,True,2023-09-10 07:18:01,2023-09-10 07:18:01,0,29.6,45.0,241,2468,11,13,True,Patel Nagar,3.0
99999,Kirti Nagar Express,Express,3,False,2023-09-10 09:02:29,2023-09-10 09:02:59,74,28.5,20.6,0,616,2,4,True,,
ARMY24,Army Special,Military,19,False,2023-09-10 09:44:48,2023-09-10 09:46:36,82,29.5,24.7,0,2471,18,20,False,,
22345,Old Delhi Passenger,Passenger,15,False,2023-09-10 07:32:56,2023-09-10 07:33:53,106,8.4,28.9,0,1671,14,16,True,,
76543,Gurugram SF 2,Superfast,7,False,2023-09-10 08:10:26,2023-09-10 08:10:53,95,1.5,17.6,0,709,6,8,True,,
99999,Kirti Nagar Express,Express,7,False,2023-09-10 10:43:38,2023-09-10 10:44:17,84,14.7,18.9,0,906,6,8,True,,
ARMY12,Army Supply Special,Military,25,False,2023-09-10 09:39:55,2023-09-10 09:40:50,109,45.3,17.4,0,1668,24,0,True,,
11223,Capital Express,Express,14,False,2023-09-10 07:40:51,2023-09-10 07:41:42,91,11.6,26.7,0,1291,13,15,False,,
ARMY12,Army Supply Special,Military,22,False,2023-09-10 10:17:22,2023-09-10 10:18:44,101,37.8,15.4,0,2305,21,23,True,,
98765,Kirti-Sarai Passenger,Passenger,6,False,2023-09-10 09:44:24,2023-09-10 09:44:49,64,6.7,8.8,0,444,5,7,True,,
MEDICAL2,Lifeline Express,Medical,21,False,2023-09-10 08:29:49,2023-09-10 08:31:39,56,3.8,1.8,0,1707,20,22,True,,
14567,Patel Nagar Passenger,Passenger,6,False,2023-09-10 07:33:17,2023-09-10 07:36:35,44,39.7,0.5,0,2415,5,7,True,,
ARMY12,Army Supply Special,Military,18,False,2023-09-10 08:58:32,2023-09-10 09:00:05,50,31.9,1.3,0,1285,17,19,True,,
12016,Delhi Sarai Rohilla Express,Express,24,False,2023-09-10 06:36:16,2023-09-10 06:37:33,97,20.2,11.8,0,2072,23,25,True,,
14789,Dayabasti Local,Passenger,16,False,2023-09-10 07:07:19,2023-09-10 07:08:38,91,30.2,38.5,0,2000,15,17,True,,
11223,Capital Express,Express,16,False,2023-09-10 06:57:17,2023-09-10 06:58:35,97,8.3,23.6,0,2091,15,17,False,,
76543,Gurugram SF 2,Superfast,3,False,2023-09-10 09:55:23,2023-09-10 09:56:46,95,8.0,3.3,0,2195,2,4,True,,
76543,Gurugram SF 2,Superfast,1,False,2023-09-10 06:31:06,2023-09-10 06:32:12,85,44.4,23.9,0,1561,0,2,True,,
12015,Gurugram Superfast,Superfast,2,False,2023-09-10 10:21:38,2023-09-10 10:22:17,57,31.4,16.2,0,617,1,3,True,,
99999,Kirti Nagar Express,Express,11,False,2023-09-10 10:02:16,2023-09-10 10:03:32,80,5.6,5.9,0,1695,10,12,True,,
14789,Dayabasti Local,Passenger,11,False,2023-09-10 06:13:52,2023-09-10 06:15:45,68,45.1,16.8,0,2126,10,12,True,,
76543,Gurugram SF 2,Superfast,25,True,2023-09-10 07:55:19,2023-09-10 07:55:19,0,43.2,2.7,199,891,24,0,True,Delhi Sarai Rohilla,4.0
22345,Old Delhi Passenger,Passenger,19,False,2023-09-10 06:43:21,2023-09-10 06:43:43,106,28.3,16.4,0,635,18,20,True,,
12016,Delhi Sarai Rohilla Express,Express,9,False,2023-09-10 09:56:04,2023-09-10 09:57:08,110,25.7,16.5,0,1966,8,10,True,,
MEDICAL2,Lifeline Express,Medical,2,False,2023-09-10 09:42:34,2023-09-10 09:44:08,56,2.5,9.6,0,1463,1,3,True,,
ARMY12,Army Supply Special,Military,25,False,2023-09-10 09:17:54,2023-09-10 09:19:49,76,6.7,20.4,0,2426,24,0,True,,
