Train_type,Train_name,Train_no,block_no,IB(boolean),ETA_NS,ETA_DS,current_speed,DFNS,current delay,dwell time,time_delay,block_len,Approaching_block_no,advance_block_no,running_status(bool),halt_station,PF_no,Station_name,Total_platforms,free_platforms,starter_signal,home_signal,block_type,block_status,adv_starter_signal(bool)
Passenger,Train_13406,13406,32,False,2025-09-11 10:21:00,2025-09-11 12:59:00,40,10.03,56,174,31,1076,33,34,True,STN_33,6,STN_33,6,6,True,False,Main,Free,False
Superfast,Train_17707,17707,35,True,2025-09-11 10:52:00,2025-09-11 11:17:00,55,13.61,0,60,47,1379,36,36,False,STN_4,1,STN_4,3,1,False,False,Main,Under_Maintenance,False
Express,Train_19460,19460,128,True,2025-09-11 10:35:00,2025-09-11 13:02:00,72,10.54,0,55,24,1182,129,133,False,STN_38,11,STN_38,11,0,True,True,Main,Free,False
Rajdhani,Train_17706,17706,84,True,2025-09-11 10:01:00,2025-09-11 11:45:00,57,11.64,8,56,39,2262,85,89,True,STN_3,2,STN_3,8,8,False,False,Main,Occupied,False
Vande Bharat,Train_19178,19178,195,True,2025-09-11 10:20:00,2025-09-11 12:37:00,84,10.46,100,39,48,1314,196,200,False,STN_16,4,STN_16,4,3,True,True,Loop,Free,False
Passenger,Train_17225,17225,120,True,2025-09-11 10:05:00,2025-09-11 12:57:00,45,1.98,6,106,42,926,121,124,False,STN_15,8,STN_15,9,4,False,False,Yard,Under_Maintenance,False
Vande Bharat,Train_12732,12732,130,False,2025-09-11 10:11:00,2025-09-11 13:52:00,65,1.92,69,42,21,1662,131,135,True,STN_43,9,STN_43,12,5,False,False,Loop,Free,False
Superfast,Train_12370,12370,5,True,2025-09-11 10:37:00,2025-09-11 11:54:00,76,11.4,41,57,56,775,6,6,True,STN_41,7,STN_41,10,0,True,False,Yard,Occupied,True
Vande Bharat,Train_14692,14692,116,False,2025-09-11 10:23:00,2025-09-11 13:09:00,49,18.46,27,46,28,1694,117,120,True,STN_28,1,STN_28,11,10,False,True,Loop,Free,True
Express,Train_20454,20454,9,True,2025-09-11 10:23:00,2025-09-11 10:54:00,59,7.77,73,62,42,1144,10,12,True,STN_50,6,STN_50,6,2,True,False,Main,Occupied,False
Shatabdi,Train_17422,17422,43,False,2025-09-11 10:24:00,2025-09-11 11:54:00,66,2.04,41,38,8,905,44,46,False,STN_49,12,STN_49,12,12,False,True,Main,Under_Maintenance,True
Express,Train_19570,19570,100,False,2025-09-11 10:12:00,2025-09-11 11:08:00,22,14.27,0,76,36,1589,101,104,False,STN_39,6,STN_39,6,5,False,False,Main,Under_Maintenance,False
Express,Train_22317,22317,142,False,2025-09-11 10:16:00,2025-09-11 12:15:00,37,8.1,52,56,35,1274,143,144,True,STN_17,1,STN_17,8,3,True,True,Main,Free,True
Vande Bharat,Train_22493,22493,101,False,2025-09-11 10:48:00,2025-09-11 13:36:00,51,14.98,57,66,37,1294,102,105,False,STN_10,5,STN_10,5,3,True,True,Yard,Under_Maintenance,True
Passenger,Train_18481,18481,174,False,2025-09-11 10:10:00,2025-09-11 11:58:00,107,7.95,3,82,20,1290,175,175,True,STN_46,1,STN_46,6,0,True,False,Loop,Under_Maintenance,False
Shatabdi,Train_19365,19365,152,True,2025-09-11 10:11:00,2025-09-11 13:18:00,70,1.57,0,63,53,1849,153,155,False,STN_5,6,STN_5,12,11,True,False,Main,Occupied,False
Passenger,Train_18370,18370,190,True,2025-09-11 10:43:00,2025-09-11 12:10:00,70,13.08,91,160,21,1365,191,194,True,STN_42,1,STN_42,6,3,True,False,Main,Occupied,True
Superfast,Train_15371,15371,110,False,2025-09-11 10:07:00,2025-09-11 10:41:00,57,12.53,22,43,26,1770,111,113,True,STN_18,1,STN_18,3,1,True,True,Main,Occupied,False
Passenger,Train_21459,21459,170,True,2025-09-11 10:14:00,2025-09-11 11:59:00,42,4.21,0,95,15,1485,171,173,True,STN_13,3,STN_13,3,2,False,False,Yard,Under_Maintenance,True
Superfast,Train_17993,17993,22,True,2025-09-11 10:02:00,2025-09-11 13:48:00,82,10.55,9,43,7,2276,23,25,True,STN_8,2,STN_8,6,2,False,False,Main,Occupied,False
Passenger,Train_19496,19496,6,False,2025-09-11 10:20:00,2025-09-11 12:43:00,42,13.88,0,213,29,1991,7,10,False,STN_31,5,STN_31,5,5,False,False,Main,Free,True
Rajdhani,Train_22988,22988,132,False,2025-09-11 10:08:00,2025-09-11 11:33:00,71,4.2,0,81,1,1782,133,136,False,STN_50,5,STN_50,6,2,True,False,Yard,Under_Maintenance,False
Rajdhani,Train_21780,21780,6,False,2025-09-11 10:12:00,2025-09-11 10:57:00,74,11.16,27,73,36,1361,7,10,False,STN_22,6,STN_22,12,9,True,True,Main,Free,True
Passenger,Train_21617,21617,147,True,2025-09-11 10:03:00,2025-09-11 13:40:00,51,10.87,56,126,6,1885,148,149,False,STN_6,6,STN_6,10,0,False,False,Loop,Free,False
Rajdhani,Train_17766,17766,128,False,2025-09-11 10:35:00,2025-09-11 14:43:00,69,5.77,0,57,39,666,129,131,True,STN_6,6,STN_6,10,0,False,False,Main,Free,False
Shatabdi,Train_16873,16873,112,True,2025-09-11 10:00:00,2025-09-11 13:35:00,54,18.07,58,50,40,1480,113,113,True,STN_36,5,STN_36,5,3,True,False,Loop,Occupied,True
Superfast,Train_14194,14194,55,False,2025-09-11 10:04:00,2025-09-11 12:43:00,47,6.19,0,55,3,804,56,58,True,STN_5,10,STN_5,12,11,True,False,Yard,Under_Maintenance,True
Superfast,Train_15908,15908,103,True,2025-09-11 10:11:00,2025-09-11 13:00:00,49,0.25,90,34,47,1383,104,104,True,STN_36,5,STN_36,5,3,True,False,Main,Free,True
Superfast,Train_14999,14999,25,False,2025-09-11 10:30:00,2025-09-11 14:34:00,64,5.32,0,52,4,1069,26,30,True,STN_42,5,STN_42,6,3,True,False,Main,Under_Maintenance,False
Rajdhani,Train_20369,20369,122,False,2025-09-11 10:02:00,2025-09-11 10:05:00,83,0.75,0,85,22,1459,123,123,False,STN_29,5,STN_29,9,7,True,False,Loop,Free,True
Express,Train_21771,21771,130,False,2025-09-11 10:01:00,2025-09-11 11:22:00,65,5.75,41,73,42,1962,131,135,False,STN_19,6,STN_19,12,2,True,True,Loop,Free,False
Express,Train_18931,18931,52,False,2025-09-11 10:06:00,2025-09-11 10:46:00,19,10.66,33,74,16,642,53,57,False,STN_14,5,STN_14,6,3,False,False,Yard,Free,True
Shatabdi,Train_22412,22412,117,True,2025-09-11 10:36:00,2025-09-11 13:49:00,53,2.52,0,69,40,519,118,122,True,STN_37,7,STN_37,7,5,False,False,Loop,Occupied,True
Express,Train_21091,21091,48,False,2025-09-11 10:19:00,2025-09-11 12:31:00,56,18.2,0,70,42,782,49,52,False,STN_2,3,STN_2,6,0,False,False,Yard,Under_Maintenance,False
Express,Train_16732,16732,164,False,2025-09-11 10:26:00,2025-09-11 10:55:00,45,4.18,75,88,46,1397,165,165,True,STN_47,2,STN_47,4,4,True,True,Yard,Occupied,False
Rajdhani,Train_17154,17154,94,False,2025-09-11 10:06:00,2025-09-11 13:24:00,36,9.88,0,94,15,1208,95,96,True,STN_45,5,STN_45,10,4,False,False,Main,Occupied,True
Passenger,Train_17882,17882,112,False,2025-09-11 10:13:00,2025-09-11 12:22:00,55,7.01,12,91,55,1427,113,113,False,STN_42,6,STN_42,6,3,True,False,Loop,Occupied,True
Express,Train_14236,14236,53,False,2025-09-11 10:16:00,2025-09-11 12:40:00,44,10.72,0,53,52,1960,54,56,False,STN_37,6,STN_37,7,5,False,False,Yard,Occupied,True
Shatabdi,Train_21200,21200,42,False,2025-09-11 10:06:00,2025-09-11 10:06:00,44,15.84,106,97,38,1476,43,44,False,STN_18,2,STN_18,3,1,True,True,Main,Free,True
Vande Bharat,Train_18703,18703,62,True,2025-09-11 10:13:00,2025-09-11 12:22:00,52,15.3,0,63,12,1026,63,63,False,STN_30,4,STN_30,8,7,True,False,Main,Under_Maintenance,False
Vande Bharat,Train_18809,18809,80,False,2025-09-11 10:21:00,2025-09-11 11:38:00,45,21.77,55,28,35,1324,81,84,False,STN_5,7,STN_5,12,11,True,False,Main,Free,True
Express,Train_20006,20006,166,True,2025-09-11 10:01:00,2025-09-11 10:18:00,44,8.61,0,53,10,2540,167,169,True,STN_5,3,STN_5,12,11,True,False,Yard,Occupied,False
Passenger,Train_21263,21263,8,False,2025-09-11 10:08:00,2025-09-11 13:16:00,90,13.81,2,52,42,910,9,13,True,STN_37,2,STN_37,7,5,False,False,Yard,Free,False
Passenger,Train_16785,16785,165,True,2025-09-11 10:06:00,2025-09-11 14:19:00,84,2.26,115,122,31,1077,166,166,False,STN_20,1,STN_20,10,10,True,True,Yard,Free,False
Shatabdi,Train_15683,15683,22,False,2025-09-11 10:43:00,2025-09-11 11:52:00,61,5.91,85,78,19,2469,23,23,False,STN_29,7,STN_29,9,7,True,False,Main,Occupied,False
Rajdhani,Train_14755,14755,94,True,2025-09-11 10:37:00,2025-09-11 11:37:00,67,0.04,32,91,60,1946,95,96,False,STN_40,4,STN_40,11,3,False,False,Main,Occupied,True
Shatabdi,Train_21006,21006,29,True,2025-09-11 10:20:00,2025-09-11 12:43:00,56,18.58,64,71,42,1638,30,34,True,STN_27,9,STN_27,11,6,False,True,Main,Occupied,False
Passenger,Train_21383,21383,65,False,2025-09-11 10:24:00,2025-09-11 11:42:00,29,4.25,0,124,15,2132,66,70,False,STN_18,1,STN_18,3,1,True,True,Main,Under_Maintenance,True
Superfast,Train_20898,20898,198,False,2025-09-11 10:13:00,2025-09-11 12:44:00,68,12.72,15,31,53,1043,199,200,True,STN_42,6,STN_42,6,3,True,False,Yard,Occupied,True
Shatabdi,Train_19231,19231,100,True,2025-09-11 10:01:00,2025-09-11 10:08:00,49,13.33,39,36,13,1121,101,102,True,STN_46,1,STN_46,6,0,True,False,Main,Under_Maintenance,False
Passenger,Train_18965,18965,45,True,2025-09-11 10:39:00,2025-09-11 12:05:00,84,12.89,1,93,28,1214,46,49,True,STN_26,3,STN_26,7,1,True,False,Loop,Occupied,False
Passenger,Train_16877,16877,151,True,2025-09-11 10:08:00,2025-09-11 11:13:00,51,3.45,56,62,34,1541,152,154,False,STN_34,2,STN_34,10,3,False,False,Loop,Occupied,False
Superfast,Train_16305,16305,82,False,2025-09-11 10:21:00,2025-09-11 13:05:00,35,12.33,52,32,43,1553,83,84,True,STN_10,3,STN_10,5,3,True,True,Loop,Occupied,False
Passenger,Train_19193,19193,38,False,2025-09-11 10:09:00,2025-09-11 12:50:00,87,7.51,52,194,45,1004,39,41,True,STN_18,2,STN_18,3,1,True,True,Main,Under_Maintenance,False
Vande Bharat,Train_15438,15438,6,True,2025-09-11 10:17:00,2025-09-11 10:23:00,50,14.37,120,79,42,1415,7,7,False,STN_21,4,STN_21,10,4,False,True,Main,Free,True
Vande Bharat,Train_21998,21998,65,False,2025-09-11 10:16:00,2025-09-11 12:20:00,51,5.18,10,77,40,1288,66,68,False,STN_35,2,STN_35,8,0,False,False,Main,Under_Maintenance,True
Shatabdi,Train_14719,14719,137,True,2025-09-11 10:28:00,2025-09-11 11:49:00,68,8.51,44,72,24,1558,138,138,True,STN_1,4,STN_1,5,1,False,True,Loop,Free,True
Express,Train_15385,15385,66,False,2025-09-11 10:28:00,2025-09-11 13:30:00,68,0.6,0,69,59,1234,67,68,True,STN_18,2,STN_18,3,1,True,True,Yard,Occupied,False
Superfast,Train_21340,21340,54,True,2025-09-11 10:14:00,2025-09-11 10:26:00,59,6.87,43,31,40,953,55,57,False,STN_33,6,STN_33,6,6,True,False,Main,Occupied,True
Shatabdi,Train_21778,21778,105,True,2025-09-11 10:30:00,2025-09-11 13:05:00,68,7.55,1,74,55,1601,106,106,True,STN_42,4,STN_42,6,3,True,False,Main,Under_Maintenance,True
Vande Bharat,Train_17302,17302,121,False,2025-09-11 10:40:00,2025-09-11 10:46:00,56,21.41,16,38,45,864,122,125,False,STN_39,1,STN_39,6,5,False,False,Yard,Free,True
Shatabdi,Train_16740,16740,42,False,2025-09-11 10:44:00,2025-09-11 11:15:00,57,10.84,60,70,4,753,43,45,False,STN_3,7,STN_3,8,8,False,False,Main,Free,True
Vande Bharat,Train_20428,20428,155,False,2025-09-11 10:18:00,2025-09-11 11:40:00,61,1.36,47,35,44,1166,156,156,True,STN_10,1,STN_10,5,3,True,True,Main,Free,False
Rajdhani,Train_14221,14221,165,True,2025-09-11 10:10:00,2025-09-11 11:26:00,43,15.54,92,178,28,1021,166,167,True,STN_19,1,STN_19,12,2,True,True,Yard,Free,False
Vande Bharat,Train_16543,16543,103,True,2025-09-11 10:01:00,2025-09-11 11:53:00,48,7.77,91,37,19,594,104,106,True,STN_17,2,STN_17,8,3,True,True,Main,Free,True
Express,Train_14174,14174,29,True,2025-09-11 10:48:00,2025-09-11 12:36:00,56,17.72,0,53,33,1827,30,31,True,STN_42,5,STN_42,6,3,True,False,Main,Occupied,False
Express,Train_17277,17277,176,False,2025-09-11 10:37:00,2025-09-11 11:53:00,69,1.29,12,81,28,1665,177,180,False,STN_24,12,STN_24,12,10,False,False,Yard,Free,False
Express,Train_20019,20019,35,False,2025-09-11 10:23:00,2025-09-11 11:55:00,55,15.44,0,66,43,1317,36,40,False,STN_7,6,STN_7,9,6,True,False,Main,Under_Maintenance,False
Rajdhani,Train_22286,22286,73,True,2025-09-11 10:11:00,2025-09-11 11:40:00,62,12.52,0,97,26,1818,74,76,False,STN_34,3,STN_34,10,3,False,False,Main,Under_Maintenance,True
Passenger,Train_19405,19405,101,False,2025-09-11 10:15:00,2025-09-11 10:41:00,21,7.62,77,204,14,2057,102,102,True,STN_36,1,STN_36,5,3,True,False,Yard,Under_Maintenance,True
Shatabdi,Train_18600,18600,143,True,2025-09-11 10:02:00,2025-09-11 13:17:00,46,7.5,0,66,29,305,144,145,False,STN_1,3,STN_1,5,1,False,True,Loop,Free,True
Rajdhani,Train_18046,18046,180,True,2025-09-11 10:15:00,2025-09-11 11:29:00,34,6.19,0,107,25,1478,181,185,False,STN_8,4,STN_8,6,2,False,False,Main,Free,True
Shatabdi,Train_17362,17362,154,False,2025-09-11 10:07:00,2025-09-11 14:41:00,81,7.22,0,61,5,809,155,157,True,STN_17,3,STN_17,8,3,True,True,Yard,Under_Maintenance,False
Vande Bharat,Train_13526,13526,146,True,2025-09-11 10:08:00,2025-09-11 11:58:00,37,3.95,0,50,45,1410,147,151,False,STN_28,7,STN_28,11,10,False,True,Loop,Free,True
Vande Bharat,Train_22401,22401,198,False,2025-09-11 10:23:00,2025-09-11 12:34:00,63,10.27,103,60,31,1468,199,199,False,STN_44,4,STN_44,9,8,False,False,Yard,Occupied,True
Shatabdi,Train_13037,13037,183,True,2025-09-11 10:23:00,2025-09-11 13:45:00,56,3.07,0,80,60,1848,184,186,False,STN_8,3,STN_8,6,2,False,False,Loop,Occupied,True
Rajdhani,Train_15568,15568,192,False,2025-09-11 10:38:00,2025-09-11 13:42:00,71,3.44,28,85,8,207,193,196,True,STN_18,1,STN_18,3,1,True,True,Loop,Under_Maintenance,False
Superfast,Train_20105,20105,154,True,2025-09-11 10:18:00,2025-09-11 11:56:00,49,13.05,3,42,46,1893,155,156,False,STN_20,7,STN_20,10,10,True,True,Yard,Under_Maintenance,False
Superfast,Train_16646,16646,47,False,2025-09-11 10:14:00,2025-09-11 13:02:00,70,9.88,0,49,1,1740,48,50,True,STN_26,3,STN_26,7,1,True,False,Yard,Under_Maintenance,True
Rajdhani,Train_21275,21275,61,False,2025-09-11 10:43:00,2025-09-11 15:06:00,61,9.19,0,53,23,501,62,66,False,STN_13,3,STN_13,3,2,False,False,Main,Under_Maintenance,True
Passenger,Train_12793,12793,166,False,2025-09-11 10:30:00,2025-09-11 10:48:00,83,11.9,0,111,0,1269,167,170,True,STN_39,2,STN_39,6,5,False,False,Yard,Occupied,False
Rajdhani,Train_22259,22259,83,False,2025-09-11 10:42:00,2025-09-11 14:47:00,35,1.48,106,72,13,1176,84,87,True,STN_46,6,STN_46,6,0,True,False,Yard,Free,True
Express,Train_14035,14035,109,False,2025-09-11 10:11:00,2025-09-11 10:30:00,54,3.19,0,49,6,1494,110,114,False,STN_47,1,STN_47,4,4,True,True,Loop,Free,False
Passenger,Train_19479,19479,14,False,2025-09-11 10:42:00,2025-09-11 13:02:00,63,7.96,0,162,30,1077,15,17,False,STN_34,10,STN_34,10,3,False,False,Loop,Occupied,False
Vande Bharat,Train_15314,15314,172,True,2025-09-11 10:06:00,2025-09-11 10:18:00,68,1.62,0,74,16,1260,173,177,True,STN_17,7,STN_17,8,3,True,True,Loop,Under_Maintenance,True
Superfast,Train_22649,22649,78,False,2025-09-11 10:03:00,2025-09-11 12:49:00,55,4.37,102,37,23,537,79,80,True,STN_37,5,STN_37,7,5,False,False,Yard,Under_Maintenance,False
Passenger,Train_16489,16489,11,True,2025-09-11 10:19:00,2025-09-11 11:02:00,69,6.18,0,120,10,887,12,16,False,STN_7,8,STN_7,9,6,True,False,Loop,Occupied,True
Passenger,Train_16102,16102,87,False,2025-09-11 10:09:00,2025-09-11 12:39:00,78,1.12,0,194,5,879,88,90,False,STN_26,6,STN_26,7,1,True,False,Main,Occupied,True
Vande Bharat,Train_22887,22887,136,False,2025-09-11 10:18:00,2025-09-11 12:56:00,85,9.75,0,56,16,923,137,137,True,STN_45,6,STN_45,10,4,False,False,Yard,Under_Maintenance,True
Rajdhani,Train_12848,12848,12,True,2025-09-11 10:35:00,2025-09-11 11:57:00,63,11.88,58,48,55,822,13,15,False,STN_10,3,STN_10,5,3,True,True,Main,Occupied,True
Rajdhani,Train_15836,15836,111,False,2025-09-11 10:27:00,2025-09-11 12:40:00,51,5.69,0,149,39,1423,112,114,True,STN_39,5,STN_39,6,5,False,False,Main,Under_Maintenance,False
Passenger,Train_13559,13559,81,False,2025-09-11 10:12:00,2025-09-11 10:58:00,74,13.38,0,169,20,1369,82,85,True,STN_8,2,STN_8,6,2,False,False,Yard,Occupied,False
Passenger,Train_19812,19812,143,False,2025-09-11 10:21:00,2025-09-11 12:55:00,70,10.54,0,136,12,2488,144,145,True,STN_22,1,STN_22,12,9,True,True,Loop,Free,True
Express,Train_21726,21726,59,True,2025-09-11 10:02:00,2025-09-11 10:56:00,63,11.95,0,67,30,1940,60,62,False,STN_35,3,STN_35,8,0,False,False,Main,Under_Maintenance,True
Passenger,Train_12152,12152,181,False,2025-09-11 10:25:00,2025-09-11 12:55:00,50,5.36,42,75,7,1576,182,185,False,STN_45,1,STN_45,10,4,False,False,Main,Free,True
Rajdhani,Train_13975,13975,114,False,2025-09-11 10:25:00,2025-09-11 12:09:00,55,13.28,112,137,35,362,115,118,True,STN_1,4,STN_1,5,1,False,True,Main,Under_Maintenance,True
Passenger,Train_19826,19826,127,True,2025-09-11 10:48:00,2025-09-11 15:57:00,70,4.47,115,146,55,1395,128,129,True,STN_33,1,STN_33,6,6,True,False,Yard,Occupied,False
Passenger,Train_18276,18276,90,True,2025-09-11 10:00:00,2025-09-11 11:25:00,48,2.73,0,105,55,1414,91,93,True,STN_16,2,STN_16,4,3,True,True,Main,Under_Maintenance,True
Superfast,Train_13690,13690,44,False,2025-09-11 10:54:00,2025-09-11 14:58:00,60,7.95,75,50,57,1243,45,49,False,STN_45,4,STN_45,10,4,False,False,Yard,Occupied,True
Express,Train_16902,16902,150,True,2025-09-11 10:02:00,2025-09-11 13:54:00,75,14.81,65,82,49,2256,151,155,False,STN_20,3,STN_20,10,10,True,True,Main,Free,True
Vande Bharat,Train_14181,14181,107,True,2025-09-11 10:23:00,2025-09-11 13:47:00,68,0.52,0,47,49,1118,108,111,True,STN_41,2,STN_41,10,0,True,False,Yard,Free,False
Shatabdi,Train_13120,13120,85,True,2025-09-11 10:36:00,2025-09-11 11:46:00,51,7.41,3,79,43,2416,86,86,True,STN_48,4,STN_48,6,5,False,False,Main,Free,True
Vande Bharat,Train_21999,21999,96,True,2025-09-11 10:06:00,2025-09-11 10:33:00,77,11.22,13,56,9,226,97,97,True,STN_28,2,STN_28,11,10,False,True,Loop,Occupied,False
Superfast,Train_19210,19210,118,False,2025-09-11 10:04:00,2025-09-11 12:23:00,39,13.67,47,47,40,2025,119,121,True,STN_3,1,STN_3,8,8,False,False,Loop,Under_Maintenance,False
Vande Bharat,Train_22290,22290,85,True,2025-09-11 10:25:00,2025-09-11 14:43:00,69,7.26,98,52,39,1561,86,89,True,STN_4,2,STN_4,3,1,False,False,Main,Free,True
Shatabdi,Train_18745,18745,188,True,2025-09-11 10:19:00,2025-09-11 11:41:00,61,0.0,0,53,55,1540,189,189,False,STN_43,11,STN_43,12,5,False,False,Main,Under_Maintenance,False
Passenger,Train_15559,15559,73,False,2025-09-11 10:22:00,2025-09-11 12:18:00,45,14.55,0,124,47,1138,74,74,True,STN_25,5,STN_25,6,0,True,True,Main,Under_Maintenance,True
Passenger,Train_14293,14293,155,False,2025-09-11 10:05:00,2025-09-11 13:04:00,48,8.72,0,124,25,1096,156,158,False,STN_39,2,STN_39,6,5,False,False,Main,Free,False
Rajdhani,Train_17759,17759,62,False,2025-09-11 10:06:00,2025-09-11 13:56:00,53,15.65,0,99,1,1309,63,64,False,STN_10,2,STN_10,5,3,True,True,Main,Under_Maintenance,False
Express,Train_14290,14290,100,False,2025-09-11 10:16:00,2025-09-11 12:20:00,60,7.76,3,59,41,1213,101,102,False,STN_47,1,STN_47,4,4,True,True,Main,Under_Maintenance,False
Passenger,Train_22561,22561,77,False,2025-09-11 10:47:00,2025-09-11 12:42:00,102,3.12,41,163,47,1670,78,80,True,STN_36,5,STN_36,5,3,True,False,Main,Under_Maintenance,True
Shatabdi,Train_21066,21066,34,False,2025-09-11 10:52:00,2025-09-11 13:58:00,51,7.44,101,78,6,1825,35,37,False,STN_21,9,STN_21,10,4,False,True,Main,Under_Maintenance,False
Vande Bharat,Train_12439,12439,52,False,2025-09-11 10:00:00,2025-09-11 10:55:00,53,10.54,45,46,56,1804,53,56,False,STN_16,4,STN_16,4,3,True,True,Yard,Free,True
Shatabdi,Train_15366,15366,69,False,2025-09-11 10:26:00,2025-09-11 14:15:00,52,0.79,0,88,48,1717,70,73,True,STN_9,2,STN_9,3,3,False,False,Main,Free,True
Superfast,Train_18418,18418,158,True,2025-09-11 10:04:00,2025-09-11 11:04:00,72,25.14,42,48,40,1229,159,162,True,STN_6,2,STN_6,10,0,False,False,Loop,Under_Maintenance,False
Rajdhani,Train_15921,15921,11,False,2025-09-11 10:01:00,2025-09-11 12:27:00,42,17.06,49,61,43,2304,12,13,False,STN_42,6,STN_42,6,3,True,False,Loop,Occupied,True
Express,Train_13847,13847,176,True,2025-09-11 10:02:00,2025-09-11 10:48:00,59,13.34,57,85,33,1745,177,181,False,STN_41,2,STN_41,10,0,True,False,Yard,Free,False
Shatabdi,Train_22454,22454,75,False,2025-09-11 10:22:00,2025-09-11 13:41:00,70,3.47,42,78,5,1055,76,79,True,STN_50,3,STN_50,6,2,True,False,Loop,Free,True
Passenger,Train_20655,20655,39,True,2025-09-11 10:01:00,2025-09-11 11:08:00,55,7.27,106,167,57,1560,40,42,False,STN_27,4,STN_27,11,6,False,True,Yard,Under_Maintenance,False
Express,Train_17185,17185,134,False,2025-09-11 10:22:00,2025-09-11 12:56:00,74,7.3,6,93,36,1198,135,135,False,STN_15,9,STN_15,9,4,False,False,Main,Under_Maintenance,True
Rajdhani,Train_21312,21312,20,True,2025-09-11 10:37:00,2025-09-11 13:11:00,96,8.11,62,138,6,1878,21,25,False,STN_11,7,STN_11,9,9,True,True,Main,Under_Maintenance,True
Vande Bharat,Train_20951,20951,106,True,2025-09-11 10:21:00,2025-09-11 14:38:00,100,11.92,49,46,42,1295,107,111,True,STN_46,3,STN_46,6,0,True,False,Yard,Under_Maintenance,True
Passenger,Train_19717,19717,91,False,2025-09-11 10:17:00,2025-09-11 12:33:00,48,2.57,80,81,5,1145,92,96,True,STN_33,1,STN_33,6,6,True,False,Main,Free,True
Passenger,Train_21623,21623,30,False,2025-09-11 10:14:00,2025-09-11 13:57:00,69,3.65,0,106,50,1003,31,32,True,STN_5,7,STN_5,12,11,True,False,Loop,Under_Maintenance,True
Express,Train_16295,16295,12,True,2025-09-11 10:07:00,2025-09-11 11:04:00,50,8.22,37,70,56,1400,13,15,True,STN_2,3,STN_2,6,0,False,False,Main,Occupied,True
Rajdhani,Train_12990,12990,151,False,2025-09-11 10:20:00,2025-09-11 12:10:00,54,0.94,102,109,28,763,152,156,False,STN_38,5,STN_38,11,0,True,True,Loop,Occupied,False
Vande Bharat,Train_22298,22298,88,True,2025-09-11 10:07:00,2025-09-11 10:29:00,41,5.67,0,77,11,1405,89,89,False,STN_14,6,STN_14,6,3,False,False,Loop,Occupied,True
Vande Bharat,Train_18939,18939,155,False,2025-09-11 10:00:00,2025-09-11 11:03:00,68,1.5,103,37,6,1016,156,159,False,STN_5,9,STN_5,12,11,True,False,Main,Free,False
Vande Bharat,Train_13350,13350,5,True,2025-09-11 10:01:00,2025-09-11 13:23:00,55,6.84,32,44,7,1405,6,6,True,STN_41,3,STN_41,10,0,True,False,Yard,Occupied,True
Passenger,Train_16546,16546,168,False,2025-09-11 10:18:00,2025-09-11 13:10:00,70,2.45,48,144,44,1389,169,172,False,STN_32,10,STN_32,10,6,False,False,Yard,Free,True
Shatabdi,Train_13294,13294,186,False,2025-09-11 10:25:00,2025-09-11 11:23:00,56,0.67,8,70,39,1603,187,191,True,STN_35,6,STN_35,8,0,False,False,Main,Under_Maintenance,True
Shatabdi,Train_14545,14545,177,False,2025-09-11 10:21:00,2025-09-11 13:26:00,73,21.01,8,60,5,2059,178,179,False,STN_16,2,STN_16,4,3,True,True,Yard,Free,True
Shatabdi,Train_18401,18401,4,True,2025-09-11 10:12:00,2025-09-11 13:32:00,27,1.83,0,45,52,755,5,5,True,STN_42,6,STN_42,6,3,True,False,Yard,Under_Maintenance,True
Vande Bharat,Train_17081,17081,49,True,2025-09-11 10:08:00,2025-09-11 11:26:00,62,8.75,0,42,30,1594,50,51,False,STN_4,3,STN_4,3,1,False,False,Yard,Occupied,True
Passenger,Train_15909,15909,62,False,2025-09-11 10:17:00,2025-09-11 15:47:00,48,3.47,91,89,54,1443,63,67,True,STN_28,4,STN_28,11,10,False,True,Main,Under_Maintenance,False
Rajdhani,Train_13412,13412,23,False,2025-09-11 10:25:00,2025-09-11 10:37:00,70,14.18,49,98,9,1692,24,27,True,STN_11,7,STN_11,9,9,True,True,Loop,Under_Maintenance,False
Shatabdi,Train_19428,19428,6,True,2025-09-11 10:33:00,2025-09-11 12:20:00,69,10.85,0,54,57,1808,7,8,True,STN_48,6,STN_48,6,5,False,False,Main,Free,True
Vande Bharat,Train_17067,17067,180,False,2025-09-11 10:10:00,2025-09-11 11:50:00,52,12.28,55,13,30,1388,181,181,True,STN_29,8,STN_29,9,7,True,False,Main,Free,True
Passenger,Train_13956,13956,150,True,2025-09-11 10:40:00,2025-09-11 12:24:00,49,0.71,0,162,18,1179,151,155,True,STN_5,7,STN_5,12,11,True,False,Main,Free,True
Express,Train_12185,12185,14,False,2025-09-11 10:06:00,2025-09-11 12:22:00,26,7.22,0,107,6,1753,15,18,False,STN_9,2,STN_9,3,3,False,False,Loop,Occupied,False
Shatabdi,Train_17680,17680,127,False,2025-09-11 10:24:00,2025-09-11 13:56:00,60,7.46,0,114,31,1651,128,131,False,STN_20,8,STN_20,10,10,True,True,Yard,Occupied,False
Superfast,Train_14735,14735,132,False,2025-09-11 10:18:00,2025-09-11 15:18:00,53,14.9,0,39,45,260,133,133,True,STN_27,9,STN_27,11,6,False,True,Yard,Under_Maintenance,False
